3 170
173 454
963 572
938 823
972 120
65 798
293 519
870 699
175 713
105 902
661 832
376 499
412 122
13 699
932 302
797 156
908 12
402 955
290 614
981 67
40 423
177 681
538 494
47 415
129 329
624 252
183 170
440 6
259 383
377 565
377 708
372 817
10 993
456 761
301 990
140 3
34 946
398 168
794 702
161 811
201 789
2 415
28 565
377 547
270 151
174 272
978 291
95 155
100 212
100 257
48 61
185 875
938 735
231 435
665 362
967 49
624 177
740 999
124 296
90 448
259 902
288 619
407 588
967 242
219 222
99 764
48 162
797 834
815 133
525 522
870 74
525 237
139 152
208 655
120 716
925 180
216 546
68 973
20 33
137 464
168 689
898 571
932 214
175 944
544 182
1 262
75 706
311 874
712 364
967 457
17 390
359 368
271 2
311 194
692 159
72 953
729 819
96 103
120 949
297 375
206 774
412 134
598 431
6 286
28 819
34 180
17 547
65 71
358 159
669 788
31 432
178 496
740 323
384 743
181 299
31 381
36 907
201 126
208 954
96 121
27 503
150 369
11 481
67 12
69 341
837 601
36 642
174 323
505 298
376 693
31 226
260 104
220 328
327 452
345 263
501 2
408 250
10 388
90 92
12 114
345 679
208 574
49 391
327 516
981 96
865 834
6 281
297 179
39 52
34 370
1 778
317 816
220 180
937 197
377 47
123 579
1 489
47 596
963 866
47 437
271 866
886 601
202 489
169 568
112 193
235 715
522 235
290 874
95 430
27 428
395 80
120 720
13 15
27 494
501 86
302 131
47 901
51 941
85 303
41 749
636 933
326 129
241 731
709 970
100 430
398 216
326 903
411 579
669 158
837 10
593 595
740 333
522 655
925 787
21 595
937 24
636 488
938 320
124 977
116 233
538 955
264 459
131 447
79 2
139 386
972 334
359 430
86 895
276 143
937 396
317 675
311 611
137 991
44 32
127 647
72 960
412 583
153 24
351 429
253 836
407 253
828 805
127 939
194 295
11 567
377 857
124 307
177 691
182 918
288 718
312 766
173 965
538 641
77 702
260 176
174 999
55 502
131 778
141 765
62 335
28 603
408 247
692 466
978 56
138 88
992 198
293 454
8 425
51 82
317 491
972 310
36 16
127 549
69 532
85 205
870 454
87 962
784 994
963 384
63 762
669 364
840 364
593 401
129 274
34 786
165 90
182 313
440 427
301 696
127 445
140 210
123 884
120 468
173 125
13 184
942 127
206 793
100 387
9 645
65 752
175 774
36 215
398 793
28 136
707 951
143 694
20 198
310 308
411 561
24 644
330 348
206 757
50 597
345 114
95 53
219 21
86 576
260 349
12 14
93 587
2 572
55 275
636 170
86 437
333 595
131 542
154 826
34 7
908 478
90 16
185 690
326 823
45 511
36 519
73 324
240 548
784 400
150 75
128 199
406 986
312 389
942 209
216 291
598 86
372 527
192 854
208 403
124 85
57 745
898 236
264 154
378 589
49 88
707 111
72 985
355 61
504 270
29 273
12 334
398 465
981 814
992 478
297 417
16 965
127 999
169 748
624 9
235 562
290 81
972 639
508 939
531 97
169 127
183 694
40 477
729 493
714 252
173 466
359 971
669 51
138 899
118 215
729 565
149 238
372 588
367 821
216 188
105 649
19 787
96 662
44 43
86 697
36 257
177 366
41 650
141 111
98 640
297 651
784 474
116 731
908 679
29 890
842 486
156 10
925 311
967 606
942 647
637 554
259 571
115 147
310 614
963 901
192 409
29 357
75 850
837 296
241 667
65 737
90 195
165 695
293 971
169 746
202 318
815 191
153 436
115 254
100 754
175 922
501 444
85 479
150 278
598 697
5 680
501 547
11 307
124 556
116 29
96 976
128 279
41 573
85 336
522 356
20 716
177 818
112 212
740 324
301 929
150 673
317 143
29 349
189 656
942 517
178 843
48 400
665 897
609 252
937 612
29 795
47 536
501 437
938 374
963 267
807 823
886 597
220 441
260 450
796 327
219 698
963 576
124 492
538 175
992 314
165 305
73 991
384 369
127 21
72 777
183 928
3 258
98 537
36 1000
2 948
807 99
124 589
192 897
870 212
553 595
8 146
202 542
139 805
569 156
21 518
108 496
20 720
508 968
264 321
2 901
288 742
6 280
271 850
137 726
505 848
544 313
116 316
351 542
598 463
57 798
505 723
878 755
707 258
4 701
241 664
1 578
28 80
807 674
522 273
293 184
972 964
707 627
7 33
168 975
333 123
311 121
132 652
51 951
67 883
384 603
149 51
13 348
27 465
175 27
68 61
271 113
560 461
938 620
19 224
48 332
235 954
266 490
842 749
2 540
160 4
160 163
253 892
355 106
79 322
384 845
807 742
692 430
97 480
244 97
10 200
290 20
112 221
173 642
359 859
1 447
981 966
729 598
116 715
665 909
31 684
419 887
99 674
241 584
796 457
351 68
108 903
358 102
440 827
771 257
495 808
45 745
216 414
412 84
504 781
288 917
378 997
194 705
229 423
20 121
98 917
115 427
402 418
244 436
406 61
2 369
160 274
945 929
522 116
86 845
886 117
301 563
153 489
992 964
123 462
330 699
301 869
55 782
271 809
384 437
919 949
937 878
67 180
797 135
29 685
160 446
553 698
807 875
24 371
963 895
24 480
362 943
127 209
355 710
372 476
709 346
376 956
495 594
981 370
624 616
165 360
75 493
154 10
128 769
21 461
945 988
525 574
208 570
327 242
90 74
100 125
153 429
501 463
220 853
132 413
972 295
53 25
32 322
837 373
120 780
40 564
729 767
665 566
194 306
220 507
45 294
10 22
796 890
112 133
174 896
240 959
93 375
185 405
784 97
522 316
330 74
69 583
412 915
20 717
837 830
177 252
24 429
79 659
271 292
807 386
120 180
312 485
161 825
29 277
17 80
714 422
118 227
3 207
128 286
312 65
345 787
355 755
714 366
143 344
967 590
937 770
178 320
123 744
41 995
29 225
661 111
367 86
11 722
137 841
870 95
525 934
865 600
553 137
106 162
302 361
118 751
21 877
842 27
624 766
840 835
156 319
522 357
692 184
538 793
1 196
99 163
189 200
19 478
26 534
181 928
665 680
865 658
41 428
185 862
288 340
124 337
297 497
395 218
185 900
31 590
216 801
149 258
77 711
240 445
372 315
378 567
637 509
501 895
963 437
253 957
31 599
138 233
127 438
99 353
919 966
73 647
154 830
440 806
55 902
108 98
5 993
44 659
963 110
797 997
301 988
24 839
260 128
57 346
2 91
75 596
183 602
93 831
593 904
402 313
978 641
259 413
259 758
784 470
981 925
48 770
271 610
384 895
53 608
243 191
24 906
150 821
553 174
406 958
522 457
967 574
192 319
219 445
419 904
355 48
932 784
377 724
807 4
925 263
13 526
345 394
937 48
395 529
828 843
5 135
865 336
925 12
174 209
682 491
13 965
2 43
264 849
669 82
525 621
636 475
682 144
293 133
538 703
75 28
90 191
593 411
538 676
181 816
154 600
815 227
106 361
531 881
31 899
842 546
29 773
12 198
20 246
75 342
598 871
141 575
669 504
156 124
123 672
333 704
77 758
28 916
665 192
73 209
636 299
21 30
44 28
75 292
99 309
177 935
398 641
38 382
270 338
840 397
865 680
260 404
53 382
351 371
364 575
840 832
505 402
2 322
636 52
840 804
5 601
194 478
57 752
44 536
384 767
7 114
330 1000
407 823
784 973
327 147
972 949
65 57
351 668
364 675
828 386
75 586
364 557
311 705
522 226
981 121
55 654
878 986
495 109
181 51
692 754
266 672
99 520
47 278
290 328
268 631
97 911
367 75
77 513
796 440
182 41
150 463
440 265
112 604
174 672
522 281
784 302
192 524
837 600
120 838
312 325
266 704
24 400
378 455
21 726
123 877
44 64
712 812
981 611
21 896
182 801
259 867
50 213
165 754
301 856
67 443
919 976
45 172
740 860
302 474
364 140
57 926
137 744
376 460
495 910
139 129
593 549
181 3
495 982
160 558
938 469
118 859
402 398
153 400
178 592
665 510
31 281
311 759
41 291
47 59
50 321
358 191
182 494
456 359
945 414
271 724
90 421
367 249
669 575
98 674
815 243
333 991
395 724
208 284
201 741
384 136
189 630
636 144
407 805
544 635
97 1
98 521
669 804
925 964
77 571
377 17
141 144
137 324
978 435
19 14
8 54
364 602
141 941
53 193
919 611
27 56
24 750
544 848
637 55
355 927
108 223
794 87
345 311
945 449
669 151
55 122
29 234
260 606
40 252
106 126
553 884
288 872
5 550
96 853
925 662
132 236
794 555
181 251
108 779
260 138
219 490
301 873
794 84
160 527
312 477
870 133
105 962
636 63
169 462
97 612
11 479
358 118
181 420
118 186
384 844
886 213
31 104
525 440
1 470
729 287
840 149
259 132
531 986
333 401
945 291
992 759
297 829
709 534
169 939
377 444
598 586
963 431
293 515
231 465
878 979
932 882
216 582
932 1
837 5
115 31
41 869
598 64
116 273
36 430
183 52
153 813
992 949
244 994
865 997
908 914
972 883
16 193
95 257
185 99
128 176
235 147
967 473
12 81
90 515
19 114
100 515
367 536
189 686
395 565
411 401
11 498
49 806
115 300
177 57
100 859
69 554
86 810
395 603
49 277
972 311
69 55
729 809
99 719
57 766
259 607
21 561
771 761
740 579
376 902
24 166
932 78
932 643
51 765
797 909
31 655
16 382
661 255
194 728
100 642
729 495
661 258
837 826
290 394
65 325
206 546
219 756
376 393
13 282
395 249
362 600
351 644
312 605
53 94
842 790
48 480
707 602
2 871
4 619
311 949
972 787
45 691
359 453
48 881
32 659
47 17
145 347
358 751
919 639
992 410
692 642
842 922
709 631
29 574
293 699
131 126
311 648
39 365
128 664
598 706
411 756
828 683
115 685
241 585
137 704
372 683
271 43
219 921
266 272
48 214
271 916
714 9
132 434
24 196
118 191
6 35
229 798
73 379
41 188
4 476
29 286
115 684
19 424
301 641
17 974
501 708
797 481
569 337
544 738
412 502
32 232
79 267
794 122
932 979
377 974
501 809
57 947
359 102
411 324
508 333
175 676
231 888
105 811
134 666
636 634
129 374
870 448
106 911
878 824
7 70
181 140
898 87
355 911
377 110
408 520
50 42
9 935
402 301
138 426
253 521
815 785
39 484
406 710
865 597
194 717
271 895
377 871
293 92
560 887
206 331
86 687
384 267
707 732
290 507
55 607
17 535
174 30
98 735
5 42
398 313
189 524
669 636
11 337
297 616
72 902
932 196
28 529
28 767
253 163
525 646
981 972
297 677
398 613
4 187
288 617
372 309
327 664
682 183
34 314
301 790
661 816
19 443
98 764
17 857
992 19
593 633
367 431
68 425
112 526
945 538
145 607
553 127
967 522
75 809
4 285
967 852
134 960
878 489
771 15
878 528
99 527
10 498
96 441
173 227
302 644
669 210
244 142
665 11
62 212
456 695
771 195
93 171
123 939
156 597
106 245
202 54
395 75
16 282
593 725
97 543
178 520
972 705
624 879
992 220
27 998
840 951
44 59
271 431
268 645
27 918
362 205
62 785
609 766
98 329
504 847
120 507
240 490
288 683
115 500
32 369
47 342
124 657
981 728
112 580
141 721
310 96
807 521
241 60
161 777
131 162
181 783
276 251
419 21
784 912
86 249
504 951
96 67
330 785
96 679
345 949
216 984
407 340
945 494
932 878
692 608
21 209
505 975
62 221
29 450
134 77
377 572
807 399
100 90
398 990
402 486
2 857
2 59
39 158
24 789
411 137
367 91
865 296
32 109
333 127
878 24
2 289
637 161
75 629
143 530
115 225
637 105
364 694
288 469
31 60
169 959
50 747
815 559
963 395
134 628
264 510
68 912
712 732
665 135
522 300
145 894
253 903
95 442
141 983
127 30
174 304
842 551
253 558
807 836
330 173
525 827
219 392
992 246
36 545
508 549
17 18
189 830
992 334
97 228
139 619
16 880
235 237
131 789
10 760
593 127
132 985
208 685
202 824
3 928
359 699
384 565
143 170
192 481
6 199
116 584
355 578
138 574
181 39
508 672
942 959
72 894
377 540
108 640
837 943
505 573
17 91
160 320
95 16
182 239
544 869
937 755
206 339
367 916
709 625
181 210
120 814
310 370
276 52
376 711
784 318
44 772
72 555
220 949
1 350
181 804
16 1000
132 632
311 507
3 397
156 658
131 142
302 396
729 249
326 23
138 265
139 558
154 205
264 556
208 316
12 343
407 799
75 369
98 23
24 146
181 354
26 651
376 105
153 68
63 675
220 822
508 991
531 612
898 122
495 603
290 763
168 352
311 107
208 211
123 272
47 80
253 718
112 92
560 323
241 29
38 191
797 319
49 731
206 696
108 735
12 949
9 37
878 784
636 317
345 874
398 635
624 417
293 868
118 608
740 633
105 693
504 557
661 762
637 960
106 142
131 66
4 779
276 158
10 459
100 282
522 381
175 696
206 577
978 998
178 719
12 914
175 546
69 626
149 420
100 1000
137 272
406 994
378 156
797 200
13 453
100 227
544 930
153 768
407 617
26 46
201 813
86 866
178 380
807 372
992 96
358 989
127 261
44 866
729 64
330 36
98 250
20 976
293 559
86 857
384 708
569 154
9 831
231 855
79 218
271 596
784 931
44 697
243 112
327 6
796 277
201 429
276 847
185 903
131 881
317 835
593 889
661 941
253 483
945 650
932 778
3 514
241 890
796 685
243 13
53 102
5 736
268 177
411 517
132 341
115 457
709 885
131 68
395 893
271 743
553 506
560 841
194 314
169 595
231 551
39 491
160 903
112 159
376 632
384 415
26 9
709 179
145 72
202 196
86 706
6 265
408 799
75 724
384 47
840 765
220 786
919 780
302 727
244 166
27 313
206 888
87 571
384 536
44 493
908 787
28 547
963 610
408 108
231 291
69 275
963 2
709 439
36 186
978 168
241 356
624 924
978 298
377 623
96 874
79 110
8 332
39 734
120 763
216 331
44 706
259 985
106 882
99 476
624 775
202 467
377 776
72 84
153 157
932 578
183 3
93 631
908 204
351 643
271 342
169 896
4 622
175 990
364 207
709 172
116 606
24 58
925 946
45 46
531 789
32 948
39 983
143 255
7 611
240 379
244 996
636 694
65 375
878 470
878 882
17 110
264 736
138 116
377 278
440 606
266 884
41 944
138 806
327 574
149 634
98 620
150 776
271 451
231 331
372 920
34 791
13 25
978 494
522 225
105 915
106 979
202 78
128 954
525 458
116 585
120 966
9 101
40 148
231 955
398 331
13 761
127 164
95 125
178 537
253 129
709 745
6 473
189 498
522 432
206 541
99 320
49 357
297 831
253 617
96 478
505 613
919 263
10 83
544 41
2 623
51 557
712 832
942 324
407 160
317 488
345 611
301 638
29 655
241 795
139 320
310 190
330 25
141 52
31 584
870 360
398 563
919 883
45 631
165 100
333 379
288 374
192 658
19 370
740 30
5 656
665 85
128 277
333 240
134 434
12 204
34 107
220 308
177 171
609 71
44 109
372 674
243 159
740 219
784 350
501 819
963 501
828 108
771 785
412 851
220 639
138 512
878 891
932 332
32 451
160 537
919 96
402 888
3 111
712 181
34 507
123 820
398 749
355 196
17 776
98 399
98 892
419 561
128 316
24 471
495 653
609 737
100 442
112 36
95 25
412 782
41 449
182 660
55 533
154 22
440 934
34 614
395 535
139 640
378 566
981 343
992 394
177 618
62 155
189 303
268 523
140 491
290 67
908 7
38 74
886 135
908 838
229 587
99 622
377 596
20 370
32 437
682 669
10 550
40 745
967 277
201 24
661 951
828 836
194 949
13 969
169 392
1 142
106 332
963 76
963 586
796 279
65 581
123 904
98 718
288 920
40 217
797 630
173 193
137 123
266 363
182 940
665 524
128 349
62 969
21 756
139 329
377 536
310 966
4 469
26 677
189 600
4 315
93 497
174 936
264 657
57 618
128 739
411 240
290 410
878 157
173 482
168 582
937 1
19 410
345 980
771 102
398 671
624 605
326 640
49 739
271 529
351 755
182 563
330 360
131 24
972 410
355 678
123 518
168 918
963 493
98 446
709 730
79 76
636 484
124 550
47 535
96 949
168 990
327 426
161 122
406 979
194 614
293 545
406 668
408 353
522 128
96 224
26 119
419 921
86 610
682 255
139 315
402 188
72 89
99 863
288 903
898 902
978 231
97 891
169 517
266 219
182 975
525 104
266 385
93 625
377 893
68 824
377 809
241 876
38 751
194 67
992 306
118 761
771 155
771 173
544 291
945 955
317 765
669 472
31 427
359 482
538 738
120 224
840 504
4 23
95 102
740 240
131 643
932 447
178 861
177 148
593 884
115 806
220 114
828 742
243 90
99 690
411 753
141 472
807 152
194 224
29 403
919 311
8 400
5 897
407 620
967 357
182 298
963 249
154 416
865 416
310 952
992 180
406 197
978 955
